date,close
2024-10-21,143.4858
2024-10-22,143.366
2024-10-23,139.3423
2024-10-24,140.1909
2024-10-25,141.3192
2024-10-28,140.3008
2024-10-29,141.0296
2024-10-30,139.1226
2024-10-31,132.5529
2024-11-01,135.1888
2024-11-04,135.8378
2024-11-05,139.6917
2024-11-06,145.3828
2024-11-07,148.6478
2024-11-08,147.3997
2024-11-11,145.0334
2024-11-12,148.0586
2024-11-13,146.0418
2024-11-14,146.531
2024-11-15,141.7585
2024-11-18,139.9313
2024-11-19,146.7807
2024-11-20,145.6624
2024-11-21,146.4412
2024-11-22,141.7285
2024-11-25,135.8078
2024-11-26,136.7064
2024-11-27,135.1288
2024-11-29,138.0343
2024-12-02,138.4137
2024-12-03,140.0412
2024-12-04,144.9136
2024-12-05,144.8437
2024-12-06,142.2276
2024-12-09,138.603
2024-12-10,134.8686
2024-12-11,139.1022
2024-12-12,137.1352
2024-12-13,134.0498
2024-12-16,131.8031
2024-12-17,130.1955
2024-12-18,128.7178
2024-12-19,130.4851
2024-12-20,134.4991
2024-12-23,139.4617
2024-12-24,140.0109
2024-12-26,139.7213
2024-12-27,136.8057
2024-12-30,137.2849
2024-12-31,134.0897
