date,close
2024-01-02,48.0825
2024-01-03,47.4846
2024-01-04,47.9128
2024-01-05,49.0099
2024-01-08,52.1603
2024-01-09,53.0457
2024-01-10,54.2536
2024-01-11,54.7247
2024-01-12,54.6129
2024-01-16,56.282
2024-01-17,55.9535
2024-01-18,57.0057
2024-01-19,59.3854
2024-01-22,59.5482
2024-01-23,59.7668
2024-01-24,61.2531
2024-01-25,61.5077
2024-01-26,60.9227
2024-01-29,62.3542
2024-01-30,62.6626
2024-01-31,61.4178
2024-02-01,62.9152
2024-02-02,66.0426
2024-02-05,69.209
2024-02-06,68.1019
2024-02-07,69.9746
2024-02-08,69.5174
2024-02-09,72.005
2024-02-12,72.1198
2024-02-13,72.0
2024-02-14,73.7689
2024-02-15,72.5291
2024-02-16,72.4841
2024-02-20,69.3288
2024-02-21,67.3523
2024-02-22,78.3987
2024-02-23,78.6772
2024-02-26,78.9517
2024-02-27,78.5614
2024-02-28,77.5252
2024-02-29,78.9716
2024-03-01,82.133
2024-03-04,85.0858
2024-03-05,85.8155
2024-03-06,88.5468
2024-03-07,92.5089
2024-03-08,87.3768
2024-03-11,85.6258
2024-03-12,91.7542
2024-03-13,90.731
2024-03-14,87.7921
2024-03-15,87.6853
2024-03-18,88.3022
2024-03-19,89.2436
2024-03-20,90.2159
2024-03-21,91.277
2024-03-22,94.1261
2024-03-25,94.8379
2024-03-26,92.4011
2024-03-27,90.0941
2024-03-28,90.1999
2024-04-01,90.2069
2024-04-02,89.2975
2024-04-03,88.8103
2024-04-04,85.7566
2024-04-05,87.856
2024-04-08,86.9825
2024-04-09,85.2065
2024-04-10,86.8886
2024-04-11,90.4595
2024-04-12,88.0337
2024-04-15,85.8524
2024-04-16,87.264
2024-04-17,83.8898
2024-04-18,84.5247
2024-04-19,76.0684
2024-04-22,79.3806
2024-04-23,82.2806
2024-04-24,79.5394
2024-04-25,82.4893
2024-04-26,87.5834
2024-04-29,87.6054
2024-04-30,86.2527
2024-05-01,82.8975
2024-05-02,85.6688
2024-05-03,88.6356
2024-05-06,91.9808
2024-05-07,90.3976
2024-05-08,90.2558
2024-05-09,88.5937
2024-05-10,89.7227
2024-05-13,90.2428
2024-05-14,91.1982
2024-05-15,94.4665
2024-05-16,94.196
2024-05-17,92.3192
2024-05-20,94.6163
2024-05-21,95.2212
2024-05-22,94.786
2024-05-23,103.6197
2024-05-24,106.2851
2024-05-28,113.7042
2024-05-29,114.6266
2024-05-30,110.3091
2024-05-31,109.4436
2024-06-03,114.8013
2024-06-04,116.2358
2024-06-05,122.2285
2024-06-06,120.789
2024-06-07,120.6792
2024-06-10,121.5796
2024-06-11,120.711
2024-06-12,124.994
2024-06-13,129.3967
2024-06-14,131.663
2024-06-17,130.7645
2024-06-18,135.3569
2024-06-20,130.5648
2024-06-21,126.3617
2024-06-24,117.9156
2024-06-25,125.8825
2024-06-26,126.192
2024-06-27,123.786
2024-06-28,123.3367
2024-07-01,124.0955
2024-07-02,122.4681
2024-07-03,128.0689
2024-07-05,125.6229
2024-07-08,127.989
2024-07-09,131.1638
2024-07-10,134.688
2024-07-11,127.1904
2024-07-12,129.0274
2024-07-15,128.2287
2024-07-16,126.1521
2024-07-17,117.7958
2024-07-18,120.8907
2024-07-19,117.7359
2024-07-22,123.3367
2024-07-23,122.3883
2024-07-24,114.062
2024-07-25,112.0952
2024-07-26,112.8739
2024-07-29,111.4064
2024-07-30,103.5593
2024-07-31,116.8274
2024-08-01,109.0303
2024-08-02,107.0935
2024-08-05,100.2847
2024-08-06,104.0785
2024-08-07,98.7473
2024-08-08,104.7973
2024-08-09,104.5776
2024-08-12,108.8406
2024-08-13,115.9489
2024-08-14,117.8857
2024-08-15,122.6578
2024-08-16,124.375
2024-08-19,129.7861
2024-08-20,127.0406
2024-08-21,128.2885
2024-08-22,123.5364
2024-08-23,129.1571
2024-08-26,126.2519
2024-08-27,128.0889
2024-08-28,125.4033
2024-08-29,117.3965
2024-08-30,119.1736
2024-09-03,107.8223
2024-09-04,106.0352
2024-09-05,107.0336
2024-09-06,102.6608
2024-09-09,106.2948
2024-09-10,107.9221
2024-09-11,116.7176
2024-09-12,118.9541
2024-09-13,118.9142
2024-09-16,116.5978
2024-09-17,115.4097
2024-09-18,113.1931
2024-09-19,117.6861
2024-09-20,115.819
2024-09-23,116.0786
2024-09-24,120.6814
2024-09-25,123.3173
2024-09-26,123.8465
2024-09-27,121.2106
2024-09-30,121.2505
2024-10-01,116.8175
2024-10-02,118.6646
2024-10-03,122.6583
2024-10-04,124.7251
2024-10-07,127.5207
2024-10-08,132.6827
2024-10-09,132.443
2024-10-10,134.5997
2024-10-11,134.5897
2024-10-14,137.8546
2024-10-15,131.3947
2024-10-16,135.5083
2024-10-17,136.7164
2024-10-18,137.7847
