price,area,rooms,built,type,town,zip,centre_km,sold,quarter,date,lat,lon
2920000,137,4,2000,townhouse,Lystrup,8520,9.5,2021,2021Q1,2021-02-07,56.24,10.247
5200000,145,7,1958,villa,Risskov,8240,4.5,2021,2021Q1,2021-02-07,56.196,10.228
5970000,215,6,2011,villa,Viby J,8260,6.7,2021,2021Q1,2021-02-07,56.122,10.122
4350000,128,4,2002,townhouse,Højbjerg,8270,6.7,2021,2021Q1,2021-02-07,56.096,10.217
3100000,195,6,1964,villa,Skødstrup,8541,12.5,2021,2021Q1,2021-02-07,56.259,10.294
4850000,246,7,2002,villa,Solbjerg,8355,14.6,2021,2021Q1,2021-02-07,56.042,10.096
650000,151,5,2023,villa,Viby J,8260,5.1,2021,2021Q1,2021-02-08,56.123,10.155
2150000,175,5,2022,villa,Viby J,8260,6.7,2021,2021Q1,2021-02-08,56.123,10.122
3398000,128,4,1970,villa,Aarhus V,8210,3.6,2021,2021Q1,2021-02-08,56.172,10.16
4795000,251,6,1961,villa,Viby J,8260,4.0,2021,2021Q1,2021-02-08,56.132,10.163
3498000,164,7,1957,villa,Aarhus V,8210,3.1,2021,2021Q1,2021-02-08,56.173,10.17
6423000,136,5,1932,villa,Åbyhøj,8230,3.5,2021,2021Q1,2021-02-08,56.153,10.154
3650000,165,4,1970,villa,Tranbjerg J,8310,9.0,2021,2021Q1,2021-02-08,56.086,10.142
3575000,203,7,1867,villa,Tranbjerg J,8310,12.2,2021,2021Q1,2021-02-08,56.064,10.107
4350000,155,6,1958,villa,Aarhus N,8200,2.9,2021,2021Q1,2021-02-08,56.177,10.182
3800000,170,5,2013,villa,Skødstrup,8541,12.4,2021,2021Q1,2021-02-09,56.255,10.304
5150000,228,6,1978,villa,Egå,8250,10.4,2021,2021Q1,2021-02-09,56.233,10.308
8500000,206,6,1984,villa,Risskov,8240,5.4,2021,2021Q1,2021-02-09,56.197,10.257
2120000,138,4,1880,townhouse,Tilst,8381,9.1,2021,2021Q1,2021-02-09,56.207,10.095
4658000,285,10,2000,villa,Sabro,8471,12.0,2021,2021Q1,2021-02-09,56.208,10.04
3375000,121,5,1985,townhouse,Risskov,8240,4.6,2021,2021Q1,2021-02-09,56.198,10.196
3375000,160,6,2010,villa,Lystrup,8520,9.0,2021,2021Q1,2021-02-09,56.237,10.191
2898000,140,5,2014,townhouse,Hasselager,8361,8.7,2021,2021Q1,2021-02-09,56.112,10.095
2275000,140,5,1920,villa,Harlev J,8462,13.1,2021,2021Q1,2021-02-09,56.141,10.001
4398000,175,5,1961,villa,Beder,8330,10.7,2021,2021Q1,2021-02-09,56.06,10.203
2500000,95,4,1999,townhouse,Lystrup,8520,9.5,2021,2021Q1,2021-02-09,56.24,10.247
4450000,94,4,1956,townhouse,Aarhus N,8200,2.5,2021,2021Q1,2021-02-09,56.177,10.193
2825000,110,4,1966,townhouse,Egå,8250,6.8,2021,2021Q1,2021-02-09,56.208,10.272
4348000,170,7,2022,villa,Aarhus V,8210,3.1,2021,2021Q1,2021-02-09,56.164,10.162
2349000,85,3,2000,townhouse,Lystrup,8520,9.8,2021,2021Q1,2021-02-09,56.243,10.241
4465000,90,5,1950,townhouse,Højbjerg,8270,4.7,2021,2021Q1,2021-02-09,56.115,10.198
2495000,123,4,1977,townhouse,Tranbjerg J,8310,8.2,2021,2021Q1,2021-02-09,56.098,10.13
3698000,134,5,2016,townhouse,Viby J,8260,7.2,2021,2021Q1,2021-02-10,56.128,10.107
6998000,178,5,2020,townhouse,Aarhus C,8000,1.0,2021,2021Q1,2021-02-10,56.159,10.195
5100000,185,5,2010,villa,Skødstrup,8541,13.4,2021,2021Q1,2021-02-10,56.267,10.299
2600000,189,4,1883,villa,Skødstrup,8541,13.7,2021,2021Q1,2021-02-10,56.275,10.275
3798000,90,5,1948,townhouse,Højbjerg,8270,4.7,2021,2021Q1,2021-02-10,56.115,10.198
3075000,101,3,2017,townhouse,Hjortshøj,8530,11.4,2021,2021Q1,2021-02-10,56.253,10.273
5700000,162,4,2020,villa,Brabrand,8220,6.4,2021,2021Q1,2021-02-10,56.152,10.108
1600000,75,3,1977,townhouse,Tranbjerg J,8310,8.4,2021,2021Q1,2021-02-10,56.091,10.145
2000000,80,4,1974,townhouse,Tilst,8381,7.1,2021,2021Q1,2021-02-10,56.175,10.101
2355000,136,4,1959,villa,Tilst,8381,8.8,2021,2021Q1,2021-02-10,56.193,10.085
4250000,162,5,2007,villa,Viby J,8260,6.3,2021,2021Q1,2021-02-11,56.128,10.123
3125000,148,4,1971,townhouse,Aarhus V,8210,4.0,2021,2021Q1,2021-02-11,56.172,10.152
1450000,135,4,2022,villa,Harlev J,8462,13.5,2021,2021Q1,2021-02-11,56.136,9.996
2710000,106,4,2011,townhouse,Egå,8250,7.0,2021,2021Q1,2021-02-11,56.212,10.265
2775000,140,5,2014,townhouse,Hasselager,8361,8.7,2021,2021Q1,2021-02-11,56.112,10.096
2700000,56,2,1948,villa,Aarhus V,8210,3.0,2021,2021Q1,2021-02-11,56.177,10.178
3375000,134,4,1990,villa,Brabrand,8220,10.5,2021,2021Q1,2021-02-11,56.172,10.043
2848000,176,6,2005,villa,Sabro,8471,12.3,2021,2021Q1,2021-02-11,56.187,10.02
3125000,114,5,1987,townhouse,Risskov,8240,5.5,2021,2021Q1,2021-02-11,56.206,10.209
10000500,200,7,1915,villa,Risskov,8240,3.3,2021,2021Q1,2021-02-11,56.183,10.236
3148000,120,4,1984,villa,Aarhus V,8210,6.0,2021,2021Q1,2021-02-11,56.177,10.121
3395000,174,6,1967,villa,Harlev J,8462,12.9,2021,2021Q1,2021-02-11,56.149,10.004
7330000,183,8,1974,villa,Højbjerg,8270,5.0,2021,2021Q1,2021-02-11,56.112,10.215
2200000,176,8,1850,villa,Viby J,8260,9.9,2021,2021Q1,2021-02-11,56.125,10.062
2700000,137,5,1974,villa,Lystrup,8520,9.4,2021,2021Q1,2021-02-11,56.241,10.223
3275000,108,4,1969,villa,Aarhus V,8210,3.6,2021,2021Q1,2021-02-11,56.174,10.162
5575000,195,6,1962,villa,Brabrand,8220,4.6,2021,2021Q1,2021-02-11,56.146,10.139
2590000,116,4,1979,villa,Hasselager,8361,10.6,2021,2021Q1,2021-02-11,56.105,10.067
4625000,126,5,1981,villa,Aarhus V,8210,4.3,2021,2021Q1,2021-02-11,56.177,10.151
4450000,143,4,1932,villa,Brabrand,8220,6.8,2021,2021Q1,2021-02-12,56.159,10.101
2750000,140,5,1956,villa,Hjortshøj,8530,12.6,2021,2021Q1,2021-02-12,56.27,10.213
4595000,167,5,1973,villa,Egå,8250,10.4,2021,2021Q1,2021-02-13,56.232,10.309
3260000,174,5,1969,villa,Viby J,8260,6.6,2021,2021Q1,2021-02-13,56.111,10.143
3010000,120,3,1969,villa,Åbyhøj,8230,3.9,2021,2021Q1,2021-02-13,56.148,10.15
3000000,82,5,1953,villa,Højbjerg,8270,4.2,2021,2021Q1,2021-02-14,56.121,10.189
10750000,243,7,1984,villa,Risskov,8240,5.3,2021,2021Q1,2021-02-14,56.197,10.257
2025000,122,4,1987,townhouse,Hasselager,8361,8.5,2021,2021Q1,2021-02-14,56.109,10.103
8300000,178,5,2020,townhouse,Aarhus C,8000,1.0,2021,2021Q1,2021-02-14,56.159,10.195
5100000,197,6,1976,villa,Egå,8250,10.1,2021,2021Q1,2021-02-14,56.232,10.302
3225000,80,3,1986,townhouse,Brabrand,8220,5.5,2021,2021Q1,2021-02-14,56.156,10.122
2725000,111,5,1998,villa,Viby J,8260,9.8,2021,2021Q1,2021-02-14,56.123,10.064
4300000,125,5,1980,townhouse,Risskov,8240,6.5,2021,2021Q1,2021-02-14,56.203,10.276
3575000,138,5,1970,villa,Egå,8250,7.6,2021,2021Q1,2021-02-14,56.213,10.281
3990000,190,6,1971,villa,Aarhus V,8210,4.1,2021,2021Q1,2021-02-14,56.173,10.151
3095000,129,6,2008,townhouse,Mårslet,8320,9.6,2021,2021Q1,2021-02-15,56.075,10.162
3300000,120,5,1986,townhouse,Risskov,8240,5.3,2021,2021Q1,2021-02-15,56.205,10.207
3495000,143,5,2005,villa,Sabro,8471,12.2,2021,2021Q1,2021-02-15,56.213,10.041
3300000,149,7,1964,villa,Egå,8250,7.3,2021,2021Q1,2021-02-15,56.214,10.267
3598000,102,4,1999,townhouse,Højbjerg,8270,4.9,2021,2021Q1,2021-02-15,56.115,10.189
2308000,92,3,1983,townhouse,Viby J,8260,6.0,2021,2021Q1,2021-02-15,56.126,10.132
9900000,191,4,2009,villa,Højbjerg,8270,5.1,2021,2021Q1,2021-02-15,56.111,10.201
3055000,485,8,2023,villa,Tranbjerg J,8310,11.0,2021,2021Q1,2021-02-15,56.075,10.11
2650000,91,4,2015,townhouse,Mårslet,8320,9.6,2021,2021Q1,2021-02-16,56.075,10.162
2745000,112,4,1977,townhouse,Højbjerg,8270,5.2,2021,2021Q1,2021-02-16,56.116,10.171
1780000,86,4,1986,townhouse,Viby J,8260,6.0,2021,2021Q1,2021-02-16,56.125,10.132
2370000,113,4,1962,villa,Lystrup,8520,8.7,2021,2021Q1,2021-02-16,56.234,10.224
2800000,124,4,1971,villa,Brabrand,8220,5.4,2021,2021Q1,2021-02-16,56.162,10.124
5498000,152,6,1962,villa,Højbjerg,8270,5.0,2021,2021Q1,2021-02-16,56.115,10.182
2550000,205,5,2022,villa,Aarhus N,8200,5.3,2021,2021Q1,2021-02-16,56.199,10.171
4656000,154,5,1967,villa,Risskov,8240,5.5,2021,2021Q1,2021-02-16,56.206,10.223
3850000,178,5,2007,villa,Sabro,8471,11.8,2021,2021Q1,2021-02-16,56.208,10.044
4425000,128,4,2002,townhouse,Højbjerg,8270,6.7,2021,2021Q1,2021-02-16,56.096,10.217
2900000,92,4,1987,townhouse,Risskov,8240,5.4,2021,2021Q1,2021-02-16,56.205,10.211
4057000,135,6,1962,villa,Højbjerg,8270,4.7,2021,2021Q1,2021-02-16,56.12,10.173
3995000,157,5,1998,villa,Hasselager,8361,9.5,2021,2021Q1,2021-02-16,56.112,10.08
4251000,122,5,1953,villa,Risskov,8240,4.7,2021,2021Q1,2021-02-16,56.198,10.227
3850000,146,5,1971,townhouse,Højbjerg,8270,5.6,2021,2021Q1,2021-02-16,56.112,10.17
3240000,162,6,1984,villa,Aarhus V,8210,5.7,2021,2021Q1,2021-02-16,56.177,10.125
2050000,149,5,1987,villa,Tilst,8381,8.7,2021,2021Q1,2021-02-17,56.191,10.084
2200000,182,4,2022,villa,Viby J,8260,6.7,2021,2021Q1,2021-02-17,56.123,10.121
4580000,164,6,2015,townhouse,Viby J,8260,7.4,2021,2021Q1,2021-02-17,56.13,10.102
4300000,151,5,2015,villa,Mårslet,8320,9.0,2021,2021Q1,2021-02-17,56.084,10.147
2795000,91,3,1991,townhouse,Viby J,8260,6.9,2021,2021Q1,2021-02-17,56.132,10.109
5250000,148,6,1947,villa,Risskov,8240,4.1,2021,2021Q1,2021-02-17,56.193,10.225
2160000,151,5,1977,townhouse,Hasselager,8361,10.0,2021,2021Q1,2021-02-17,56.107,10.076
3900000,160,5,1955,villa,Risskov,8240,4.6,2021,2021Q1,2021-02-17,56.197,10.226
5750000,173,5,2006,villa,Aarhus N,8200,7.7,2021,2021Q1,2021-02-17,56.224,10.181
2550000,260,8,1980,villa,Solbjerg,8355,15.7,2021,2021Q1,2021-02-17,56.039,10.069
3600000,159,6,1973,villa,Lystrup,8520,9.2,2021,2021Q1,2021-02-17,56.24,10.222
3900000,200,5,2022,villa,Højbjerg,8270,5.4,2021,2021Q1,2021-02-17,56.111,10.183
4630000,191,6,1956,villa,Højbjerg,8270,4.0,2021,2021Q1,2021-02-17,56.124,10.185
2970000,145,4,2005,villa,Sabro,8471,16.6,2021,2021Q1,2021-02-18,56.225,9.973
4623000,181,7,1983,townhouse,Højbjerg,8270,5.4,2021,2021Q1,2021-02-18,56.108,10.216
3995000,123,4,2014,townhouse,Viby J,8260,4.9,2021,2021Q1,2021-02-18,56.13,10.148
3650000,91,5,1947,villa,Viby J,8260,4.5,2021,2021Q1,2021-02-18,56.125,10.164
3450000,130,3,1985,townhouse,Risskov,8240,4.6,2021,2021Q1,2021-02-18,56.197,10.223
2650000,226,5,1973,villa,Aarhus V,8210,5.2,2021,2021Q1,2021-02-18,56.176,10.135
18000000,357,5,1928,villa,Risskov,8240,4.0,2021,2021Q1,2021-02-18,56.188,10.241
2298000,91,4,1981,townhouse,Hasselager,8361,10.0,2021,2021Q1,2021-02-18,56.105,10.079
5750000,163,5,1970,villa,Risskov,8240,5.5,2021,2021Q1,2021-02-18,56.2,10.252
2800000,177,5,1983,villa,Tilst,8381,6.4,2021,2021Q1,2021-02-18,56.18,10.116
6800000,177,7,1947,villa,Højbjerg,8270,4.2,2021,2021Q1,2021-02-18,56.119,10.204
2095000,91,4,1979,townhouse,Hasselager,8361,10.7,2021,2021Q1,2021-02-18,56.105,10.065
4950000,138,5,1953,villa,Viby J,8260,3.5,2021,2021Q1,2021-02-19,56.133,10.176
1915000,113,5,1931,villa,Hasselager,8361,9.0,2021,2021Q1,2021-02-19,56.106,10.098
6465000,150,5,1943,villa,Højbjerg,8270,4.9,2021,2021Q1,2021-02-20,56.112,10.203
3660000,151,5,2020,villa,Trige,8380,11.6,2021,2021Q1,2021-02-20,56.257,10.161
3200000,250,5,1974,villa,Aarhus V,8210,4.2,2021,2021Q1,2021-02-20,56.173,10.15
3601000,122,4,1955,villa,Åbyhøj,8230,3.6,2021,2021Q1,2021-02-20,56.147,10.156
4830000,101,4,1954,townhouse,Risskov,8240,4.0,2021,2021Q1,2021-02-21,56.192,10.224
2150000,200,5,2022,villa,Viby J,8260,6.6,2021,2021Q1,2021-02-21,56.124,10.123
5800000,166,6,1961,villa,Risskov,8240,4.0,2021,2021Q1,2021-02-21,56.19,10.234
2900000,143,4,1967,villa,Tranbjerg J,8310,9.0,2021,2021Q1,2021-02-21,56.086,10.139
7900000,151,5,1954,villa,Højbjerg,8270,5.4,2021,2021Q1,2021-02-21,56.109,10.226
3498000,164,5,2008,villa,Sabro,8471,10.1,2021,2021Q1,2021-02-21,56.196,10.065
3299000,124,3,1953,villa,Hjortshøj,8530,11.2,2021,2021Q1,2021-02-21,56.252,10.268
2473000,190,5,1973,villa,Tilst,8381,6.6,2021,2021Q1,2021-02-22,56.178,10.111
4900000,140,5,1989,villa,Viby J,8260,6.8,2021,2021Q1,2021-02-22,56.133,10.109
2175000,93,3,2006,townhouse,Skødstrup,8541,15.6,2021,2021Q1,2021-02-22,56.281,10.326
2950000,171,6,1977,villa,Tilst,8381,7.4,2021,2021Q1,2021-02-22,56.187,10.105
2595000,111,4,2011,townhouse,Hasselager,8361,10.8,2021,2021Q1,2021-02-22,56.106,10.062
6375000,156,6,1950,townhouse,Viby J,8260,3.2,2021,2021Q1,2021-02-22,56.132,10.184
2350000,91,4,1985,townhouse,Beder,8330,11.2,2021,2021Q1,2021-02-22,56.056,10.207
3550000,129,3,1980,villa,Beder,8330,10.4,2021,2021Q1,2021-02-22,56.063,10.2
2295000,181,5,2022,villa,Mårslet,8320,11.4,2021,2021Q1,2021-02-23,56.058,10.164
6595000,132,5,2017,villa,Højbjerg,8270,4.6,2021,2021Q1,2021-02-23,56.116,10.198
3900000,85,4,1962,villa,Aarhus N,8200,2.8,2021,2021Q1,2021-02-23,56.18,10.194
5451000,96,3,1932,villa,Åbyhøj,8230,3.5,2021,2021Q1,2021-02-23,56.156,10.155
1600000,111,4,1928,villa,Solbjerg,8355,19.3,2021,2021Q1,2021-02-23,56.007,10.055
2540000,104,4,1986,townhouse,Lystrup,8520,9.7,2021,2021Q1,2021-02-23,56.242,10.241
2600000,125,4,1870,villa,Egå,8250,7.5,2021,2021Q1,2021-02-24,56.217,10.266
2250000,92,4,1975,townhouse,Tilst,8381,7.2,2021,2021Q1,2021-02-24,56.174,10.099
2725000,84,4,1962,townhouse,Højbjerg,8270,5.0,2021,2021Q1,2021-02-24,56.12,10.166
8135000,201,8,1923,villa,Åbyhøj,8230,3.0,2021,2021Q1,2021-02-24,56.16,10.164
4350000,124,4,1959,townhouse,Risskov,8240,3.9,2021,2021Q1,2021-02-24,56.191,10.219
3750000,192,7,2022,villa,Egå,8250,7.9,2021,2021Q1,2021-02-25,56.214,10.285
2431635,86,3,2007,townhouse,Aarhus V,8210,5.6,2021,2021Q1,2021-02-25,56.179,10.129
3300000,187,7,1971,villa,Aarhus V,8210,4.4,2021,2021Q1,2021-02-25,56.174,10.148
2325000,95,5,1974,townhouse,Tilst,8381,7.0,2021,2021Q1,2021-02-25,56.174,10.102
5895000,187,6,1933,villa,Risskov,8240,4.9,2021,2021Q1,2021-02-25,56.199,10.237
2200000,123,4,1962,villa,Lystrup,8520,7.8,2021,2021Q1,2021-02-25,56.226,10.229
10500000,173,4,2017,villa,Risskov,8240,4.6,2021,2021Q1,2021-02-25,56.193,10.245
3248000,116,4,2017,townhouse,Mårslet,8320,9.0,2021,2021Q1,2021-02-25,56.084,10.15
2350000,133,5,1962,villa,Harlev J,8462,13.1,2021,2021Q1,2021-02-25,56.15,10.0
4148000,114,4,1954,villa,Aarhus V,8210,2.3,2021,2021Q1,2021-02-25,56.169,10.181
4900000,202,9,1969,villa,Risskov,8240,5.6,2021,2021Q1,2021-02-25,56.207,10.219
2500000,215,7,1900,villa,Aarhus N,8200,7.7,2021,2021Q1,2021-02-25,56.209,10.129
7300000,240,7,2023,villa,Højbjerg,8270,5.5,2021,2021Q1,2021-02-25,56.107,10.22
2275000,86,3,1984,townhouse,Aarhus N,8200,3.8,2021,2021Q1,2021-02-25,56.19,10.198
1548000,100,3,1969,villa,Sabro,8471,9.8,2021,2021Q1,2021-02-25,56.212,10.088
4700000,97,3,1927,villa,Aarhus V,8210,3.7,2021,2021Q1,2021-02-26,56.161,10.152
4200000,179,6,1952,villa,Solbjerg,8355,13.9,2021,2021Q1,2021-02-26,56.047,10.102
4925000,141,4,1959,townhouse,Risskov,8240,5.6,2021,2021Q1,2021-02-26,56.2,10.256
3100000,165,6,2023,villa,Egå,8250,10.9,2021,2021Q1,2021-02-26,56.232,10.323
2455000,100,4,1974,townhouse,Tranbjerg J,8310,9.3,2021,2021Q1,2021-02-26,56.09,10.121
2525000,98,4,1981,townhouse,Aarhus V,8210,3.6,2021,2021Q1,2021-02-26,56.171,10.158
4598000,120,4,1952,villa,Brabrand,8220,5.5,2021,2021Q1,2021-02-26,56.15,10.122
3998000,174,4,1972,villa,Beder,8330,11.0,2021,2021Q1,2021-02-26,56.057,10.21
2200000,141,5,1900,villa,Tilst,8381,8.7,2021,2021Q1,2021-02-27,56.192,10.085
3398000,151,4,2017,villa,Sabro,8471,16.3,2021,2021Q1,2021-02-28,56.223,9.975
4551007,154,5,1972,villa,Aarhus V,8210,5.2,2021,2021Q1,2021-02-28,56.174,10.134
4400000,150,7,1965,villa,Lystrup,8520,9.1,2021,2021Q1,2021-02-28,56.238,10.225
1625000,180,6,2021,villa,Malling,8340,14.8,2021,2021Q1,2021-02-28,56.025,10.185
3950000,165,7,1965,villa,Lystrup,8520,9.3,2021,2021Q1,2021-02-28,56.24,10.226
6750000,151,5,1985,villa,Risskov,8240,4.9,2021,2021Q1,2021-02-28,56.196,10.245
5200000,185,6,1981,villa,Egå,8250,6.7,2021,2021Q1,2021-02-28,56.204,10.276
2575000,112,4,1978,villa,Hasselager,8361,10.2,2021,2021Q1,2021-02-28,56.104,10.075
1999000,85,4,1974,townhouse,Tranbjerg J,8310,9.3,2021,2021Q1,2021-02-28,56.089,10.121
4450000,170,5,2016,villa,Skødstrup,8541,13.7,2021,2021Q1,2021-03-01,56.264,10.317
3998000,140,5,1948,villa,Aarhus V,8210,3.2,2021,2021Q1,2021-03-01,56.177,10.174
1575000,69,3,2004,townhouse,Tilst,8381,6.9,2021,2021Q1,2021-03-01,56.184,10.111
2295000,83,4,1982,townhouse,Viby J,8260,5.9,2021,2021Q1,2021-03-01,56.126,10.134
949000,172,5,2022,villa,Hjortshøj,8530,15.0,2021,2021Q1,2021-03-01,56.292,10.212
9000000,299,12,1900,villa,Åbyhøj,8230,4.3,2021,2021Q1,2021-03-01,56.143,10.145
1275000,148,6,2023,villa,Trige,8380,11.4,2021,2021Q1,2021-03-01,56.254,10.151
1300000,167,5,2022,villa,Trige,8380,11.4,2021,2021Q1,2021-03-01,56.253,10.151
6400000,162,8,1966,villa,Egå,8250,9.1,2021,2021Q1,2021-03-01,56.222,10.299
1275000,162,4,2022,villa,Trige,8380,11.4,2021,2021Q1,2021-03-01,56.253,10.151
4925000,122,4,1950,villa,Åbyhøj,8230,2.9,2021,2021Q1,2021-03-01,56.158,10.165
6050000,207,7,1967,villa,Aarhus V,8210,3.6,2021,2021Q1,2021-03-01,56.162,10.153
3150000,116,4,1984,townhouse,Højbjerg,8270,6.1,2021,2021Q1,2021-03-01,56.106,10.176
2498000,129,5,1886,villa,Tilst,8381,7.2,2021,2021Q1,2021-03-01,56.193,10.114
4750000,101,4,1935,villa,Aarhus C,8000,1.5,2021,2021Q1,2021-03-01,56.167,10.193
3497000,111,4,1965,villa,Egå,8250,8.0,2021,2021Q1,2021-03-01,56.216,10.284
1600000,179,5,2022,villa,Malling,8340,14.7,2021,2021Q1,2021-03-02,56.025,10.185
3225000,130,4,2018,townhouse,Mårslet,8320,11.2,2021,2021Q1,2021-03-02,56.061,10.154
2200000,217,5,2022,villa,Viby J,8260,6.7,2021,2021Q1,2021-03-02,56.123,10.121
2900000,110,4,1965,villa,Viby J,8260,6.5,2021,2021Q1,2021-03-02,56.129,10.118
6000000,138,5,1960,villa,Højbjerg,8270,6.3,2021,2021Q1,2021-03-02,56.1,10.21
2400000,170,6,1972,villa,Hjortshøj,8530,15.9,2021,2021Q1,2021-03-02,56.3,10.213
3795000,174,6,1952,villa,Brabrand,8220,4.5,2021,2021Q1,2021-03-02,56.155,10.138
3300000,130,4,1985,villa,Tilst,8381,6.5,2021,2021Q1,2021-03-02,56.176,10.112
7900000,255,8,1960,villa,Højbjerg,8270,4.0,2021,2021Q1,2021-03-02,56.12,10.207
6925000,150,5,1911,villa,Åbyhøj,8230,2.1,2021,2021Q1,2021-03-02,56.155,10.176
5250000,162,6,1970,villa,Brabrand,8220,7.7,2021,2021Q1,2021-03-02,56.15,10.086
2925000,160,6,1970,villa,Brabrand,8220,5.0,2021,2021Q1,2021-03-02,56.162,10.131
3425000,136,5,1961,villa,Risskov,8240,5.6,2021,2021Q1,2021-03-02,56.203,10.245
5602001,144,6,1954,villa,Højbjerg,8270,4.2,2021,2021Q1,2021-03-02,56.122,10.182
4300000,160,4,2010,townhouse,Aarhus N,8200,3.1,2021,2021Q1,2021-03-03,56.179,10.182
8000000,162,5,1980,villa,Egå,8250,9.6,2021,2021Q1,2021-03-03,56.227,10.302
5653000,232,5,2016,villa,Skødstrup,8541,14.2,2021,2021Q1,2021-03-03,56.27,10.315
2778000,114,4,2007,townhouse,Mårslet,8320,11.3,2021,2021Q1,2021-03-03,56.059,10.159
4800000,240,8,1970,villa,Brabrand,8220,5.3,2021,2021Q1,2021-03-03,56.15,10.126
1300000,174,5,2022,villa,Sabro,8471,12.5,2021,2021Q1,2021-03-03,56.214,10.036
4555000,96,3,1961,townhouse,Aarhus V,8210,2.5,2021,2021Q1,2021-03-03,56.17,10.18
7300000,144,6,1907,villa,Aarhus N,8200,1.9,2021,2021Q1,2021-03-04,56.173,10.22
2400000,154,6,1954,villa,Åbyhøj,8230,3.6,2021,2021Q1,2021-03-04,56.147,10.155
3050000,133,5,1973,villa,Beder,8330,11.1,2021,2021Q1,2021-03-04,56.056,10.213
2450000,118,6,1984,townhouse,Harlev J,8462,13.3,2021,2021Q1,2021-03-04,56.14,9.998
11975000,193,5,1984,villa,Højbjerg,8270,6.3,2021,2021Q1,2021-03-04,56.101,10.224
2400000,277,9,1928,villa,Trige,8380,13.9,2021,2021Q1,2021-03-04,56.277,10.151
5100010,168,6,1969,villa,Brabrand,8220,6.1,2021,2021Q1,2021-03-04,56.16,10.112
1900000,145,6,1961,villa,Sabro,8471,13.3,2021,2021Q1,2021-03-04,56.212,10.02
3250000,149,6,1973,villa,Sabro,8471,12.3,2021,2021Q1,2021-03-04,56.209,10.035
7200000,191,6,1964,villa,Risskov,8240,3.6,2021,2021Q1,2021-03-04,56.188,10.226
8800000,161,7,1960,villa,Risskov,8240,4.4,2021,2021Q1,2021-03-04,56.192,10.243
3900000,183,6,2016,villa,Trige,8380,12.1,2021,2021Q1,2021-03-05,56.258,10.138
1960000,97,4,1962,villa,Tilst,8381,8.0,2021,2021Q1,2021-03-05,56.19,10.096
4075000,189,7,1977,villa,Tranbjerg J,8310,8.7,2021,2021Q1,2021-03-05,56.086,10.151
3198000,128,4,2014,townhouse,Tranbjerg J,8310,9.8,2021,2021Q1,2021-03-06,56.082,10.126
2895000,159,5,1959,villa,Risskov,8240,4.8,2021,2021Q1,2021-03-07,56.198,10.236
2798000,114,4,2005,townhouse,Brabrand,8220,7.3,2021,2021Q1,2021-03-07,56.162,10.094
3475000,145,4,2016,townhouse,Mårslet,8320,8.9,2021,2021Q1,2021-03-07,56.084,10.149
2450000,122,5,1969,villa,Tilst,8381,8.3,2021,2021Q1,2021-03-07,56.193,10.092
3325000,150,5,1971,villa,Egå,8250,9.6,2021,2021Q1,2021-03-07,56.233,10.284
2750000,125,5,1971,villa,Tranbjerg J,8310,8.3,2021,2021Q1,2021-03-07,56.09,10.149
2125000,157,5,1877,villa,Harlev J,8462,12.4,2021,2021Q1,2021-03-07,56.169,10.012
5800000,196,5,2007,villa,Lystrup,8520,9.7,2021,2021Q1,2021-03-08,56.241,10.252
3175000,128,3,2012,townhouse,Malling,8340,14.4,2021,2021Q1,2021-03-08,56.028,10.188
4200000,150,5,2019,townhouse,Brabrand,8220,7.2,2021,2021Q1,2021-03-08,56.156,10.095
4800000,174,7,2002,villa,Egå,8250,10.6,2021,2021Q1,2021-03-08,56.236,10.305
2795000,142,5,1980,townhouse,Lystrup,8520,8.1,2021,2021Q1,2021-03-08,56.229,10.235
9350000,248,7,1946,villa,Højbjerg,8270,4.7,2021,2021Q1,2021-03-08,56.114,10.203
3395000,115,4,2015,townhouse,Hjortshøj,8530,11.5,2021,2021Q1,2021-03-09,56.253,10.276
5450000,176,6,1963,villa,Højbjerg,8270,4.2,2021,2021Q1,2021-03-09,56.124,10.179
9500000,300,10,1913,villa,Åbyhøj,8230,2.5,2021,2021Q1,2021-03-09,56.157,10.17
6895000,137,5,1954,villa,Risskov,8240,4.2,2021,2021Q1,2021-03-09,56.194,10.227
5800000,179,7,1952,villa,Aarhus N,8200,2.9,2021,2021Q1,2021-03-09,56.182,10.2
10700000,154,4,1987,villa,Risskov,8240,3.3,2021,2021Q1,2021-03-09,56.184,10.235
2400000,225,6,2022,villa,Brabrand,8220,4.4,2021,2021Q1,2021-03-09,56.154,10.139
4800000,155,5,1940,villa,Åbyhøj,8230,3.8,2021,2021Q1,2021-03-09,56.15,10.151
5475000,162,5,1966,villa,Egå,8250,9.1,2021,2021Q1,2021-03-10,56.223,10.297
5190000,155,6,2020,villa,Egå,8250,10.7,2021,2021Q1,2021-03-10,56.231,10.321
4404000,87,4,1937,villa,Højbjerg,8270,3.8,2021,2021Q1,2021-03-10,56.124,10.194
3259000,124,4,1979,villa,Lystrup,8520,10.0,2021,2021Q1,2021-03-10,56.245,10.24
4050000,132,5,1981,townhouse,Brabrand,8220,5.4,2021,2021Q1,2021-03-10,56.158,10.123
4580000,224,9,1960,villa,Malling,8340,14.6,2021,2021Q1,2021-03-10,56.025,10.214
2198000,146,5,1960,villa,Trige,8380,11.7,2021,2021Q1,2021-03-10,56.255,10.143
