date,ticker,close,volume
2015-07-22,AAPL,27.9343,461802400
2015-07-23,AAPL,27.9209,203998000
2015-07-24,AAPL,27.7737,168649200
2015-07-27,AAPL,27.3878,177822000
2015-07-28,AAPL,27.5238,134472400
2015-07-29,AAPL,27.4368,148046800
2015-07-30,AAPL,27.2985,134513200
2015-07-31,AAPL,27.0598,171540000
2015-08-03,AAPL,26.4218,279904000
2015-08-04,AAPL,25.5741,496554400
2015-08-05,AAPL,25.7436,397250400
2015-08-06,AAPL,25.7997,211612000
2015-08-07,AAPL,25.8871,154681600
2015-08-10,AAPL,26.8282,219806400
2015-08-11,AAPL,25.4322,388331200
2015-08-12,AAPL,25.8243,404870000
2015-08-13,AAPL,25.8041,194143200
2015-08-14,AAPL,25.9857,171718000
2015-08-17,AAPL,26.2546,163538800
2015-08-18,AAPL,26.1067,138242800
2015-08-19,AAPL,25.7728,193146000
2015-08-20,AAPL,25.2439,274006400
2015-08-21,AAPL,23.6999,513102000
2015-08-24,AAPL,23.1083,648825200
2015-08-25,AAPL,23.2473,414406400
2015-08-26,AAPL,24.5806,387098400
2015-08-27,AAPL,25.3044,338464400
2015-08-28,AAPL,25.3873,212657600
2015-08-31,AAPL,25.2686,224917200
2015-09-01,AAPL,24.1391,307383600
2015-09-02,AAPL,25.1745,247555200
2015-09-03,AAPL,24.7330,212935600
2015-09-04,AAPL,24.4865,199985200
2015-09-08,AAPL,25.1677,219374400
2015-09-09,AAPL,24.6837,340043200
2015-09-10,AAPL,25.2260,251571200
2015-09-11,AAPL,25.5935,199662000
2015-09-14,AAPL,25.8400,233453600
2015-09-15,AAPL,26.0574,173364800
2015-09-16,AAPL,26.0865,148694000
2015-09-17,AAPL,25.5285,256450400
2015-09-18,AAPL,25.4232,297141200
2015-09-21,AAPL,25.8176,200888000
2015-09-22,AAPL,25.4120,201384800
2015-09-23,AAPL,25.6181,143026800
2015-09-24,AAPL,25.7705,200878000
2015-09-25,AAPL,25.7055,224607600
2015-09-28,AAPL,25.1969,208436000
2015-09-29,AAPL,24.4394,293461600
2015-09-30,AAPL,24.7173,265892000
2015-10-01,AAPL,24.5560,255716400
2015-10-02,AAPL,24.7352,232079200
2015-10-05,AAPL,24.8249,208258800
2015-10-06,AAPL,24.9436,192787200
2015-10-07,AAPL,24.8249,187062400
2015-10-08,AAPL,24.5380,247918400
2015-10-09,AAPL,25.1252,211064400
2015-10-12,AAPL,25.0086,121868800
2015-10-13,AAPL,25.0512,132197200
2015-10-14,AAPL,24.6971,177849600
2015-10-15,AAPL,25.0669,150694000
2015-10-16,AAPL,24.8831,156930400
2015-10-19,AAPL,25.0378,119036800
2015-10-20,AAPL,25.4949,195871200
2015-10-21,AAPL,25.4927,167180800
2015-10-22,AAPL,25.8826,166616400
2015-10-23,AAPL,26.6848,237467600
2015-10-26,AAPL,25.8333,265335200
2015-10-27,AAPL,25.6697,279537600
2015-10-28,AAPL,26.7274,342205600
2015-10-29,AAPL,27.0098,204909200
2015-10-30,AAPL,26.7789,197461200
2015-11-02,AAPL,27.1554,128813200
2015-11-03,AAPL,27.4669,182076000
2015-11-04,AAPL,27.3392,179544400
2015-11-05,AAPL,27.2131,158210800
2015-11-06,AAPL,27.2446,132169200
2015-11-09,AAPL,27.1344,135485600
2015-11-10,AAPL,26.2792,236511600
2015-11-11,AAPL,26.1306,180872000
2015-11-12,AAPL,26.0429,130102400
2015-11-13,AAPL,25.2822,183249600
2015-11-16,AAPL,25.6963,152426800
2015-11-17,AAPL,25.5860,110467600
2015-11-18,AAPL,26.3962,186698800
2015-11-19,AAPL,26.7315,173183200
2015-11-20,AAPL,26.8486,137148400
2015-11-23,AAPL,26.4997,129930000
2015-11-24,AAPL,26.7540,171212800
2015-11-25,AAPL,26.5628,85553200
2015-11-27,AAPL,26.5132,52185600
2015-11-30,AAPL,26.6235,156721200
2015-12-01,AAPL,26.4075,139409600
2015-12-02,AAPL,26.1689,133546400
2015-12-03,AAPL,25.9259,166278000
2015-12-04,AAPL,26.7878,231108000
2015-12-07,AAPL,26.6190,128336800
2015-12-08,AAPL,26.6078,137238000
2015-12-09,AAPL,26.0204,185445600
2015-12-10,AAPL,26.1442,116850800
2015-12-11,AAPL,25.4712,187544800
2015-12-14,AAPL,25.3137,257274800
2015-12-15,AAPL,24.8659,213292400
2015-12-16,AAPL,25.0572,224954000
2015-12-17,AAPL,24.5260,179091200
2015-12-18,AAPL,23.8621,385813200
2015-12-21,AAPL,24.1547,190362400
2015-12-22,AAPL,24.1322,131157600
2015-12-23,AAPL,24.4428,130629600
2015-12-24,AAPL,24.3122,54281600
2015-12-28,AAPL,24.0399,106816800
2015-12-29,AAPL,24.4720,123724800
2015-12-30,AAPL,24.1524,100855200
2015-12-31,AAPL,23.6889,163649200
2016-01-04,AAPL,23.7091,270597600
2016-01-05,AAPL,23.1150,223164000
2016-01-06,AAPL,22.6626,273829600
2016-01-07,AAPL,21.7062,324377600
2016-01-08,AAPL,21.8209,283192000
2016-01-11,AAPL,22.1743,198957600
2016-01-12,AAPL,22.4961,196616800
2016-01-13,AAPL,21.9177,249758400
2016-01-14,AAPL,22.3971,252680400
2016-01-15,AAPL,21.8592,319335600
2016-01-19,AAPL,21.7534,212350800
2016-01-20,AAPL,21.7827,289337600
2016-01-21,AAPL,21.6724,208646000
2016-01-22,AAPL,22.8247,263202000
2016-01-25,AAPL,22.3791,207178000
2016-01-26,AAPL,22.5028,300308000
2016-01-27,AAPL,21.0243,533478800
2016-01-28,AAPL,21.1750,222715200
2016-01-29,AAPL,21.9064,257666000
2016-02-01,AAPL,21.7017,163774000
2016-02-02,AAPL,21.2628,149428800
2016-02-03,AAPL,21.6837,183857200
2016-02-04,AAPL,21.8579,185886800
2016-02-05,AAPL,21.2741,185672400
2016-02-08,AAPL,21.4981,216085600
2016-02-09,AAPL,21.4936,177324800
2016-02-10,AAPL,21.3307,169374400
2016-02-11,AAPL,21.2017,200298800
2016-02-12,AAPL,21.2673,161405600
2016-02-16,AAPL,21.8669,196231600
2016-02-17,AAPL,22.2018,179452800
2016-02-18,AAPL,21.7809,156084000
2016-02-19,AAPL,21.7312,141496800
2016-02-22,AAPL,21.9212,137123200
2016-02-23,AAPL,21.4257,127770400
2016-02-24,AAPL,21.7447,145022800
2016-02-25,AAPL,21.8941,110330800
2016-02-26,AAPL,21.9280,115964400
2016-02-29,AAPL,21.8782,140865200
2016-03-01,AAPL,22.7471,201628400
2016-03-02,AAPL,22.7969,132678400
2016-03-03,AAPL,22.9666,147822800
2016-03-04,AAPL,23.3083,184220400
2016-03-07,AAPL,23.0503,143315600
2016-03-08,AAPL,22.8603,126247600
2016-03-09,AAPL,22.8806,108806800
2016-03-10,AAPL,22.8919,134054400
2016-03-11,AAPL,23.1386,109632800
2016-03-14,AAPL,23.1974,100304400
2016-03-15,AAPL,23.6635,160270800
2016-03-16,AAPL,23.9780,153214000
2016-03-17,AAPL,23.9396,137682800
2016-03-18,AAPL,23.9667,176820800
2016-03-21,AAPL,23.9645,142010800
2016-03-22,AAPL,24.1477,129777600
2016-03-23,AAPL,24.0142,102814000
2016-03-24,AAPL,23.9102,104532000
2016-03-28,AAPL,23.8016,77645600
2016-03-29,AAPL,24.3650,124760400
2016-03-30,AAPL,24.7904,182404400
2016-03-31,AAPL,24.6614,103553600
2016-04-01,AAPL,24.8877,103496000
2016-04-04,AAPL,25.1433,149424800
2016-04-05,AAPL,24.8469,106314800
2016-04-06,AAPL,25.1071,105616400
2016-04-07,AAPL,24.5596,127207600
2016-04-08,AAPL,24.5867,94326800
2016-04-11,AAPL,24.6682,117630000
2016-04-12,AAPL,24.9895,108929200
2016-04-13,AAPL,25.3515,133029200
2016-04-14,AAPL,25.3651,101895600
2016-04-15,AAPL,24.8560,187756000
2016-04-18,AAPL,24.3197,243286000
2016-04-19,AAPL,24.1907,129539600
2016-04-20,AAPL,24.2405,122444000
2016-04-21,AAPL,23.9780,126210000
2016-04-22,AAPL,23.9124,134732400
2016-04-25,AAPL,23.7767,112126400
2016-04-26,AAPL,23.6115,224064800
2016-04-27,AAPL,22.1339,458408400
2016-04-28,AAPL,21.4574,328970800
2016-04-29,AAPL,21.2107,274126000
2016-05-02,AAPL,21.1881,192640400
2016-05-03,AAPL,21.5366,227325200
2016-05-04,AAPL,21.3126,164102000
2016-05-05,AAPL,21.2261,143562000
2016-05-06,AAPL,21.1077,174799600
2016-05-09,AAPL,21.1236,131745600
2016-05-10,AAPL,21.2670,134747200
2016-05-11,AAPL,21.0599,114876400
2016-05-12,AAPL,20.5659,305258800
2016-05-13,AAPL,20.6068,177571200
2016-05-16,AAPL,21.3717,245039200
2016-05-17,AAPL,21.2830,187667600
2016-05-18,AAPL,21.5266,168249600
2016-05-19,AAPL,21.4446,121768400
2016-05-20,AAPL,21.6768,128104000
2016-05-23,AAPL,21.9523,152074400
2016-05-24,AAPL,22.2869,140560800
2016-05-25,AAPL,22.6785,152675200
2016-05-26,AAPL,22.8583,225324800
2016-05-27,AAPL,22.8446,145364800
2016-05-31,AAPL,22.7331,169228800
2016-06-01,AAPL,22.4144,116693200
2016-06-02,AAPL,22.2459,160766400
2016-06-03,AAPL,22.2915,114019600
2016-06-06,AAPL,22.4531,93170000
2016-06-07,AAPL,22.5441,89638000
2016-06-08,AAPL,22.5237,83392400
2016-06-09,AAPL,22.6853,106405600
2016-06-10,AAPL,22.4986,126851600
2016-06-13,AAPL,22.1594,152082000
2016-06-14,AAPL,22.1867,127727600
2016-06-15,AAPL,22.1139,117780800
2016-06-16,AAPL,22.2072,125307200
2016-06-17,AAPL,21.7018,244032800
2016-06-20,AAPL,21.6495,137647600
2016-06-21,AAPL,21.8339,142185600
2016-06-22,AAPL,21.7519,116876400
2016-06-23,AAPL,21.8771,128960800
2016-06-24,AAPL,21.2625,301245600
2016-06-27,AAPL,20.9529,181958400
2016-06-28,AAPL,21.3057,161779600
2016-06-29,AAPL,21.4901,146124000
2016-06-30,AAPL,21.7633,143345600
2016-07-01,AAPL,21.8293,104106000
2016-07-05,AAPL,21.6244,110820800
2016-07-06,AAPL,21.7474,123796400
2016-07-07,AAPL,21.8407,100558400
2016-07-08,AAPL,22.0092,115648400
2016-07-11,AAPL,22.0775,95179600
2016-07-12,AAPL,22.1776,96670000
2016-07-13,AAPL,22.0524,103568800
2016-07-14,AAPL,22.4895,155676000
2016-07-15,AAPL,22.4872,120548000
2016-07-18,AAPL,22.7263,145975600
2016-07-19,AAPL,22.7354,95119600
2016-07-20,AAPL,22.7559,105104000
2016-07-21,AAPL,22.6352,130808000
2016-07-22,AAPL,22.4599,113254800
2016-07-25,AAPL,22.1594,161531600
2016-07-26,AAPL,22.0069,224959200
2016-07-27,AAPL,23.4365,369379200
2016-07-28,AAPL,23.7530,159479200
2016-07-29,AAPL,23.7234,110934800
2016-08-01,AAPL,24.1422,152671600
2016-08-02,AAPL,23.7848,135266400
2016-08-03,AAPL,24.0831,120810400
2016-08-04,AAPL,24.2318,109634800
2016-08-05,AAPL,24.6003,162213600
2016-08-08,AAPL,24.8040,112148800
2016-08-09,AAPL,24.9047,105260800
2016-08-10,AAPL,24.7193,96034000
2016-08-11,AAPL,24.7033,109938000
2016-08-12,AAPL,24.7605,74641600
2016-08-15,AAPL,25.0581,103472800
2016-08-16,AAPL,25.0352,135177600
2016-08-17,AAPL,24.9986,101424000
2016-08-18,AAPL,24.9665,87938800
2016-08-19,AAPL,25.0306,101472400
2016-08-22,AAPL,24.8361,103280800
2016-08-23,AAPL,24.9139,85030800
2016-08-24,AAPL,24.7262,94700400
2016-08-25,AAPL,24.6209,100344800
2016-08-26,AAPL,24.4767,111065200
2016-08-29,AAPL,24.4493,99881200
2016-08-30,AAPL,24.2616,99455600
2016-08-31,AAPL,24.2845,118649600
2016-09-01,AAPL,24.4287,106806000
2016-09-02,AAPL,24.6576,107210000
2016-09-06,AAPL,24.6507,107521600
2016-09-07,AAPL,24.8017,169457200
2016-09-08,AAPL,24.1517,212008000
2016-09-09,AAPL,23.6047,186228000
2016-09-12,AAPL,24.1334,181171200
2016-09-13,AAPL,24.7079,248704800
2016-09-14,AAPL,25.5822,443554800
2016-09-15,AAPL,26.4520,359934400
2016-09-16,AAPL,26.3032,319547600
2016-09-19,AAPL,25.9965,188092000
2016-09-20,AAPL,25.9942,138057200
2016-09-21,AAPL,25.9897,144012800
2016-09-22,AAPL,26.2346,124296000
2016-09-23,AAPL,25.7974,209924800
2016-09-26,AAPL,25.8363,119477600
2016-09-27,AAPL,25.8844,98429600
2016-09-28,AAPL,26.0812,118564400
2016-09-29,AAPL,25.6761,143548000
2016-09-30,AAPL,25.8752,145516400
2016-10-03,AAPL,25.7539,86807200
2016-10-04,AAPL,25.8638,118947200
2016-10-05,AAPL,25.8752,85812400
2016-10-06,AAPL,26.0675,115117200
2016-10-07,AAPL,26.1064,97433600
2016-10-10,AAPL,26.5619,144944000
2016-10-11,AAPL,26.6191,256164000
2016-10-12,AAPL,26.8571,150347200
2016-10-13,AAPL,26.7747,140769600
2016-10-14,AAPL,26.9235,142608800
2016-10-17,AAPL,26.9052,94499600
2016-10-18,AAPL,26.8869,98214000
2016-10-19,AAPL,26.8068,80138400
2016-10-20,AAPL,26.7930,96503200
2016-10-21,AAPL,26.6877,92770800
2016-10-24,AAPL,26.9281,94154800
2016-10-25,AAPL,27.0654,192516000
2016-10-26,AAPL,26.4566,264536800
2016-10-27,AAPL,26.2025,138248000
2016-10-28,AAPL,26.0286,151446800
2016-10-31,AAPL,25.9874,105677600
2016-11-01,AAPL,25.5182,175303200
2016-11-02,AAPL,25.5410,113326800
2016-11-03,AAPL,25.2673,107730400
2016-11-04,AAPL,25.0395,123348000
2016-11-07,AAPL,25.4007,130240000
2016-11-08,AAPL,25.5502,97016800
2016-11-09,AAPL,25.5088,236705600
2016-11-10,AAPL,24.7980,228538000
2016-11-11,AAPL,24.9452,136575600
2016-11-14,AAPL,24.3194,204702000
2016-11-15,AAPL,24.6415,129058000
2016-11-16,AAPL,25.3041,235362000
2016-11-17,AAPL,25.2949,110528000
2016-11-18,AAPL,25.3202,113715600
2016-11-21,AAPL,25.7044,117058400
2016-11-22,AAPL,25.7205,103862000
2016-11-23,AAPL,25.5894,109705600
2016-11-25,AAPL,25.7182,45903600
2016-11-28,AAPL,25.6676,108776000
2016-11-29,AAPL,25.6423,114115200
2016-11-30,AAPL,25.4260,144649200
2016-12-01,AAPL,25.1891,148347600
2016-12-02,AAPL,25.2834,106112000
2016-12-05,AAPL,25.1016,137298000
2016-12-06,AAPL,25.2949,104782000
2016-12-07,AAPL,25.5433,119994800
2016-12-08,AAPL,25.7941,108273200
2016-12-09,AAPL,26.2151,137610400
2016-12-12,AAPL,26.0656,105497600
2016-12-13,AAPL,26.5004,174935200
2016-12-14,AAPL,26.5004,136127200
2016-12-15,AAPL,26.6453,186098000
2016-12-16,AAPL,26.6798,177404400
2016-12-19,AAPL,26.8340,111117600
2016-12-20,AAPL,26.9053,85700000
2016-12-21,AAPL,26.9306,95132800
2016-12-22,AAPL,26.7534,104343600
2016-12-23,AAPL,26.8064,56998000
2016-12-27,AAPL,26.9766,73187600
2016-12-28,AAPL,26.8616,83623600
2016-12-29,AAPL,26.8547,60158000
2016-12-30,AAPL,26.6453,122345200
2017-01-03,AAPL,26.7212,115127600
2017-01-04,AAPL,26.6913,84472400
2017-01-05,AAPL,26.8271,88774400
2017-01-06,AAPL,27.1261,127007600
2017-01-09,AAPL,27.3746,134247600
2017-01-10,AAPL,27.4022,97848400
2017-01-11,AAPL,27.5494,110354400
2017-01-12,AAPL,27.4344,108344800
2017-01-13,AAPL,27.3861,104447600
2017-01-17,AAPL,27.6070,137759200
2017-01-18,AAPL,27.6047,94852000
2017-01-19,AAPL,27.5564,102389200
2017-01-20,AAPL,27.6070,130391600
2017-01-23,AAPL,27.6254,88200800
2017-01-24,AAPL,27.6001,92844000
2017-01-25,AAPL,28.0395,129510400
2017-01-26,AAPL,28.0533,105350400
2017-01-27,AAPL,28.0556,82251600
2017-01-30,AAPL,27.9819,121510000
2017-01-31,AAPL,27.9175,196804000
2017-02-01,AAPL,29.6200,447940000
2017-02-02,AAPL,29.5694,134841600
2017-02-03,AAPL,29.6959,98029200
2017-02-06,AAPL,29.9743,107383600
2017-02-07,AAPL,30.2595,152735200
2017-02-08,AAPL,30.3769,92016400
2017-02-09,AAPL,30.5964,113399600
2017-02-10,AAPL,30.5270,80262000
2017-02-13,AAPL,30.7974,92141600
2017-02-14,AAPL,31.1971,132904800
2017-02-15,AAPL,31.3103,142492400
2017-02-16,AAPL,31.2734,90338400
2017-02-17,AAPL,31.3588,88792800
2017-02-21,AAPL,31.5853,98028800
2017-02-22,AAPL,31.6800,83347600
2017-02-23,AAPL,31.5460,83152800
2017-02-24,AAPL,31.5760,87106400
2017-02-27,AAPL,31.6384,81029600
2017-02-28,AAPL,31.6523,93931600
2017-03-01,AAPL,32.2992,145658400
2017-03-02,AAPL,32.1075,104844000
2017-03-03,AAPL,32.2969,84432400
2017-03-06,AAPL,32.1953,87000000
2017-03-07,AAPL,32.2369,69785200
2017-03-08,AAPL,32.1167,74828800
2017-03-09,AAPL,32.0428,88623600
2017-03-10,AAPL,32.1491,78451200
2017-03-13,AAPL,32.1629,69686800
2017-03-14,AAPL,32.1144,61236400
2017-03-15,AAPL,32.4541,102767200
2017-03-16,AAPL,32.5072,76928000
2017-03-17,AAPL,32.3455,175540000
2017-03-20,AAPL,32.6851,86168000
2017-03-21,AAPL,32.3108,158119600
2017-03-22,AAPL,32.6759,103440800
2017-03-23,AAPL,32.5603,81385200
2017-03-24,AAPL,32.4956,89582400
2017-03-27,AAPL,32.5511,94300400
2017-03-28,AAPL,33.2258,133499200
2017-03-29,AAPL,33.2997,116760000
2017-03-30,AAPL,33.2558,84829200
2017-03-31,AAPL,33.1934,78646800
2017-04-03,AAPL,33.2027,79942800
2017-04-04,AAPL,33.4499,79565600
2017-04-05,AAPL,33.2766,110871600
2017-04-06,AAPL,33.1934,84596000
2017-04-07,AAPL,33.1195,66688800
2017-04-10,AAPL,33.0802,75733600
2017-04-11,AAPL,32.7244,121517600
2017-04-12,AAPL,32.7637,81400000
2017-04-13,AAPL,32.5904,71291600
2017-04-17,AAPL,32.7706,66328400
2017-04-18,AAPL,32.6250,58790000
2017-04-19,AAPL,32.5049,69313600
2017-04-20,AAPL,32.9115,93278400
2017-04-21,AAPL,32.8723,69283600
2017-04-24,AAPL,33.1888,68537200
2017-04-25,AAPL,33.3944,75486000
2017-04-26,AAPL,33.1980,80164800
2017-04-27,AAPL,33.2235,56985200
2017-04-28,AAPL,33.1911,83441600
2017-05-01,AAPL,33.8681,134411600
2017-05-02,AAPL,34.0830,181408800
2017-05-03,AAPL,33.9790,182788000
2017-05-04,AAPL,33.8565,93487600
2017-05-05,AAPL,34.4180,109310800
2017-05-08,AAPL,35.3538,195009600
2017-05-09,AAPL,35.5802,156521600
2017-05-10,AAPL,35.4116,103222800
2017-05-11,AAPL,35.7178,109020400
2017-05-12,AAPL,36.2166,130108000
2017-05-15,AAPL,36.1238,104038800
2017-05-16,AAPL,36.0705,80194000
2017-05-17,AAPL,34.8594,203070800
2017-05-18,AAPL,35.3907,134272800
2017-05-19,AAPL,35.5113,107843200
2017-05-22,AAPL,35.7271,91865600
2017-05-23,AAPL,35.6830,79675600
2017-05-24,AAPL,35.5763,76712000
2017-05-25,AAPL,35.6992,76942400
2017-05-26,AAPL,35.6389,87710400
2017-05-30,AAPL,35.6528,80507600
2017-05-31,AAPL,35.4417,97804800
2017-06-01,AAPL,35.5392,65616400
2017-06-02,AAPL,36.0658,111082800
2017-06-05,AAPL,35.7132,101326800
2017-06-06,AAPL,35.8338,106499600
2017-06-07,AAPL,36.0473,84278400
2017-06-08,AAPL,35.9591,85003200
2017-06-09,AAPL,34.5647,259530800
2017-06-12,AAPL,33.7388,289229200
2017-06-13,AAPL,34.0102,136661600
2017-06-14,AAPL,33.6785,126124800
2017-06-15,AAPL,33.4766,128661600
2017-06-16,AAPL,33.0079,201444400
2017-06-19,AAPL,33.9522,130165600
2017-06-20,AAPL,33.6436,99600400
2017-06-21,AAPL,33.8432,85063200
2017-06-22,AAPL,33.7875,76425200
2017-06-23,AAPL,33.9383,141757600
2017-06-26,AAPL,33.8316,102769600
2017-06-27,AAPL,33.3467,99047600
2017-06-28,AAPL,33.8339,88329600
2017-06-29,AAPL,33.3351,125997600
2017-06-30,AAPL,33.4140,92096400
2017-07-03,AAPL,33.2933,57111200
2017-07-05,AAPL,33.4302,86278400
2017-07-06,AAPL,33.1147,96515200
2017-07-07,AAPL,33.4511,76806800
2017-07-10,AAPL,33.6552,84362400
2017-07-11,AAPL,33.7643,79127200
2017-07-12,AAPL,33.8130,99538000
2017-07-13,AAPL,34.2840,100797600
2017-07-14,AAPL,34.5786,80528400
2017-07-17,AAPL,34.6993,95174000
2017-07-18,AAPL,34.8199,71475200
2017-07-19,AAPL,35.0380,83692000
2017-07-20,AAPL,34.8803,68974800
2017-07-21,AAPL,34.8640,105010400
2017-07-24,AAPL,35.2863,85972800
2017-07-25,AAPL,35.4371,75415600
2017-07-26,AAPL,35.6041,63124000
2017-07-27,AAPL,34.9313,129905200
2017-07-28,AAPL,34.6854,68854800
2017-07-31,AAPL,34.5067,79383600
2017-08-01,AAPL,34.8130,141474400
2017-08-02,AAPL,36.4579,279747200
2017-08-03,AAPL,36.0937,108389200
2017-08-04,AAPL,36.2839,82239600
2017-08-07,AAPL,36.8454,87481200
2017-08-08,AAPL,37.1400,144823600
2017-08-09,AAPL,37.3674,104526000
2017-08-10,AAPL,36.1772,163217200
2017-08-11,AAPL,36.6803,105028400
2017-08-14,AAPL,37.2323,88490800
2017-08-15,AAPL,37.6399,117862000
2017-08-16,AAPL,37.4885,110686400
2017-08-17,AAPL,36.7688,111762400
2017-08-18,AAPL,36.6849,109712400
2017-08-21,AAPL,36.6174,105474000
2017-08-22,AAPL,37.2160,86418400
