date,close
2024-05-16,144.6008
2024-05-17,144.9382
2024-05-20,142.9257
2024-05-21,142.8973
2024-05-22,145.0327
2024-05-23,141.4423
2024-05-24,138.8629
2024-05-28,136.4158
2024-05-29,136.4724
2024-05-30,137.2661
2024-05-31,138.5794
2024-06-03,139.5904
2024-06-04,139.6471
2024-06-05,137.918
2024-06-06,138.3432
2024-06-07,138.9668
2024-06-10,139.0141
2024-06-11,138.6645
2024-06-12,137.3889
2024-06-13,137.4267
2024-06-14,137.5118
2024-06-17,137.8992
2024-06-18,137.6157
2024-06-20,139.6282
2024-06-21,140.5447
2024-06-24,140.8943
2024-06-25,139.0708
2024-06-26,138.7212
2024-06-27,137.7574
2024-06-28,138.0976
2024-07-01,138.3621
2024-07-02,137.9747
2024-07-03,137.6535
2024-07-05,138.3999
2024-07-08,137.4551
2024-07-09,138.9385
2024-07-10,141.1872
2024-07-11,141.4423
2024-07-12,141.6124
2024-07-15,141.0077
2024-07-16,142.68
2024-07-17,147.9428
2024-07-18,146.8468
2024-07-19,146.157
2024-07-22,145.7319
2024-07-23,143.9461
2024-07-24,147.6593
2024-07-25,150.834
2024-07-26,151.7788
2024-07-29,149.8136
2024-07-30,152.4308
2024-07-31,149.1427
2024-08-01,151.8922
2024-08-02,155.0858
2024-08-05,152.3552
2024-08-06,150.2009
2024-08-07,150.1348
2024-08-08,151.382
2024-08-09,151.7599
2024-08-12,151.0608
2024-08-13,149.6529
2024-08-14,149.738
2024-08-15,150.3143
2024-08-16,150.5978
2024-08-19,150.8246
2024-08-20,151.3253
2024-08-21,152.5253
2024-08-22,153.3945
2024-08-23,155.0763
2024-08-26,155.5298
2024-08-27,155.13
2024-08-28,156.0534
2024-08-29,156.3486
2024-08-30,157.9003
2024-09-03,159.138
2024-09-04,159.3284
2024-09-05,157.0721
2024-09-06,156.4914
2024-09-09,158.6144
2024-09-10,159.3474
2024-09-11,156.9102
2024-09-12,156.7389
2024-09-13,157.5767
2024-09-16,158.9761
2024-09-17,159.0523
2024-09-18,158.1764
2024-09-19,156.9102
2024-09-20,156.2819
2024-09-23,155.387
2024-09-24,154.9682
2024-09-25,152.8928
2024-09-26,153.6449
2024-09-27,153.6544
2024-09-30,154.2827
2024-10-01,154.2161
2024-10-02,153.4354
2024-10-03,152.7976
2024-10-04,152.5976
2024-10-07,151.8741
2024-10-08,152.0264
2024-10-09,152.9404
2024-10-10,152.8071
2024-10-11,153.7115
2024-10-14,153.8448
2024-10-15,156.2248
2024-10-16,156.3962
2024-10-17,156.5771
2024-10-18,157.1958
2024-10-21,155.0158
2024-10-22,155.606
2024-10-23,157.9003
2024-10-24,155.8154
2024-10-25,153.1593
2024-10-28,153.8448
2024-10-29,152.4072
2024-10-30,152.9023
2024-10-31,152.1883
2024-11-01,152.4453
2024-11-04,150.646
2024-11-05,150.7507
2024-11-06,150.3033
2024-11-07,149.2085
2024-11-08,148.009
2024-11-11,147.5996
2024-11-12,145.3148
2024-11-13,145.886
2024-11-14,144.5817
2024-11-15,146.6095
2024-11-18,147.3425
2024-11-19,145.6575
2024-11-20,145.7622
2024-11-21,148.0375
2024-11-22,147.7234
2024-11-25,148.3041
2024-11-26,148.2849
2024-11-27,149.1294
2024-11-29,148.7551
2024-12-02,148.5536
2024-12-03,146.2121
2024-12-04,144.3983
2024-12-05,143.4866
2024-12-06,143.2851
2024-12-09,143.5634
2024-12-10,143.2084
2024-12-11,140.7229
2024-12-12,140.339
2024-12-13,140.7037
2024-12-16,138.0454
2024-12-17,140.5022
2024-12-18,138.9091
2024-12-19,137.7864
2024-12-20,138.6404
2024-12-23,139.4081
2024-12-24,139.9647
2024-12-26,139.7056
2024-12-27,139.197
2024-12-30,137.556
2024-12-31,138.7844
